run_id,original_path,terrain_name,terrain_height_cm,contact_timing_bias_s,repeat_idx,startup_valid,late_stabilization,secondary_label,start_z,end_z,delta_z,forward_progress,duration_executed,success,task_completion_success,filter_pass,exclusion_reason
20260412_002631_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r05,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002631_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r05,ocs2_stepdown_9cm,9.0,0.12,5,False,False,,0.2824,0.3144,0.032,0.5675,6.141,False,False,False,short_duration
20260412_002650_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r06,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002650_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r06,ocs2_stepdown_9cm,9.0,0.12,6,True,False,,0.2795,0.1101,-0.1693,1.6094,9.281,False,False,True,
20260412_002712_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r07,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002712_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r07,ocs2_stepdown_9cm,9.0,0.12,7,False,False,,0.281,0.0903,-0.1907,1.4506,10.361,False,False,False,startup_collapse
20260412_002735_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r08,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002735_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r08,ocs2_stepdown_9cm,9.0,0.12,8,True,False,,0.1658,0.1015,-0.0643,0.0196,22.0032,True,True,False,low_progress
20260412_002810_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r09,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002810_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r09,ocs2_stepdown_9cm,9.0,0.12,9,False,False,,0.2803,0.3384,0.0581,0.2989,5.4606,False,False,False,short_duration
20260412_002828_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r10,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002828_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r10,ocs2_stepdown_9cm,9.0,0.12,10,False,False,,0.2805,0.2789,-0.0016,0.1299,12.0823,False,False,False,startup_collapse
20260412_002853_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r01,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002853_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r01,ocs2_stepdown_9cm,9.0,0.15,1,False,False,,0.2809,0.2577,-0.0232,-0.0016,6.2808,False,False,False,short_duration
20260412_002912_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r02,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002912_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r02,ocs2_stepdown_9cm,9.0,0.15,2,False,False,,0.2805,0.3129,0.0323,-0.0549,4.6006,False,False,False,short_duration
20260412_002930_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r03,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002930_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r03,ocs2_stepdown_9cm,9.0,0.15,3,False,False,,-0.0,0.6249,0.6249,-0.2904,5.7807,False,False,False,short_duration
20260412_002948_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r04,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002948_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r04,ocs2_stepdown_9cm,9.0,0.15,4,True,False,,0.1616,0.1017,-0.0599,0.0195,22.0027,True,True,False,low_progress
20260412_003023_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r05,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_003023_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r05,ocs2_stepdown_9cm,9.0,0.15,5,False,False,,0.2804,0.2449,-0.0355,-0.247,7.7208,False,False,False,short_duration
20260412_003044_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r06,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_003044_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r06,ocs2_stepdown_9cm,9.0,0.15,6,False,False,,-0.0001,0.4867,0.4867,-0.635,6.4407,False,False,False,short_duration
20260412_003103_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r07,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_003103_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r07,ocs2_stepdown_9cm,9.0,0.15,7,False,False,,0.0,0.4808,0.4808,-0.441,7.7006,False,False,False,short_duration
20260412_003124_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r08,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_003124_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r08,ocs2_stepdown_9cm,9.0,0.15,8,False,False,,0.281,0.32,0.039,-0.1475,4.4605,False,False,False,short_duration
20260412_003141_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r09,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_003141_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r09,ocs2_stepdown_9cm,9.0,0.15,9,True,False,,0.1652,0.101,-0.0642,0.0206,22.0033,True,True,False,low_progress
20260412_003216_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r10,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_003216_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r10,ocs2_stepdown_9cm,9.0,0.15,10,False,False,,0.2826,0.3174,0.0348,-0.1744,4.9405,False,False,False,short_duration
