run_id,original_path,terrain_name,terrain_height_cm,contact_timing_bias_s,repeat_idx,startup_valid,late_stabilization,secondary_label,start_z,end_z,delta_z,forward_progress,duration_executed,success,task_completion_success,filter_pass,exclusion_reason
20260411_003925_ocs2_stepdown_1cm_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_r01,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_003925_ocs2_stepdown_1cm_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_r01,ocs2_stepdown_1cm,1.0,0.0,1,True,False,,0.0554,0.0411,-0.0143,1.3488,22.002,True,True,True,
20260411_004003_ocs2_stepdown_1cm_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_r02,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_004003_ocs2_stepdown_1cm_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_r02,ocs2_stepdown_1cm,1.0,0.0,2,True,False,,0.2834,0.3632,0.0798,1.3138,22.0024,True,True,True,
20260411_004038_ocs2_stepdown_1cm_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_r03,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_004038_ocs2_stepdown_1cm_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_r03,ocs2_stepdown_1cm,1.0,0.0,3,True,False,,0.1694,0.0276,-0.1417,1.2991,22.0022,True,True,True,
20260411_004112_ocs2_stepdown_1cm_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_r04,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_004112_ocs2_stepdown_1cm_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_r04,ocs2_stepdown_1cm,1.0,0.0,4,True,False,,0.1668,0.0284,-0.1384,1.2306,22.0056,True,True,True,
20260411_004148_ocs2_stepdown_1cm_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_r05,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_004148_ocs2_stepdown_1cm_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_r05,ocs2_stepdown_1cm,1.0,0.0,5,True,False,,0.0583,0.0393,-0.019,1.2736,22.0029,True,True,True,
20260411_004224_ocs2_stepdown_1cm_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_r06,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_004224_ocs2_stepdown_1cm_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_r06,ocs2_stepdown_1cm,1.0,0.0,6,True,False,,0.1718,0.1069,-0.0649,0.0273,22.0048,True,True,False,low_progress
20260411_004259_ocs2_stepdown_1cm_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_r07,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_004259_ocs2_stepdown_1cm_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_r07,ocs2_stepdown_1cm,1.0,0.0,7,True,False,,0.1725,0.0281,-0.1444,1.3272,22.0061,True,True,True,
20260411_004334_ocs2_stepdown_1cm_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_r08,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_004334_ocs2_stepdown_1cm_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_r08,ocs2_stepdown_1cm,1.0,0.0,8,True,False,,0.1726,0.027,-0.1456,1.2727,22.0034,True,True,True,
20260411_004409_ocs2_stepdown_1cm_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_r09,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_004409_ocs2_stepdown_1cm_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_r09,ocs2_stepdown_1cm,1.0,0.0,9,True,False,,0.1796,0.1068,-0.0728,0.0265,22.0018,True,True,False,low_progress
20260411_004444_ocs2_stepdown_1cm_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_r10,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_004444_ocs2_stepdown_1cm_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_r10,ocs2_stepdown_1cm,1.0,0.0,10,True,False,,0.0564,0.0398,-0.0166,1.3348,22.0044,True,True,True,
20260411_004519_ocs2_stepdown_1cm_ctp005_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp005_r01,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_004519_ocs2_stepdown_1cm_ctp005_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp005_r01,ocs2_stepdown_1cm,1.0,0.05,1,True,False,,0.0588,0.0136,-0.0452,2.0308,22.0054,True,True,True,
20260411_004554_ocs2_stepdown_1cm_ctp005_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp005_r02,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_004554_ocs2_stepdown_1cm_ctp005_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp005_r02,ocs2_stepdown_1cm,1.0,0.05,2,True,False,,0.2785,0.3636,0.0851,2.0808,22.0031,True,True,True,
20260411_004629_ocs2_stepdown_1cm_ctp005_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp005_r03,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_004629_ocs2_stepdown_1cm_ctp005_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp005_r03,ocs2_stepdown_1cm,1.0,0.05,3,True,False,,0.0575,0.0091,-0.0484,2.0849,22.0026,True,True,True,
20260411_004704_ocs2_stepdown_1cm_ctp005_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp005_r04,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_004704_ocs2_stepdown_1cm_ctp005_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp005_r04,ocs2_stepdown_1cm,1.0,0.05,4,True,False,,0.0566,0.0101,-0.0465,2.1176,22.002,True,True,True,
20260411_004739_ocs2_stepdown_1cm_ctp005_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp005_r05,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_004739_ocs2_stepdown_1cm_ctp005_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp005_r05,ocs2_stepdown_1cm,1.0,0.05,5,True,False,,0.0557,0.0105,-0.0451,2.0606,22.0025,True,True,True,
20260411_004814_ocs2_stepdown_1cm_ctp005_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp005_r06,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_004814_ocs2_stepdown_1cm_ctp005_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp005_r06,ocs2_stepdown_1cm,1.0,0.05,6,True,False,,0.2821,0.3638,0.0817,2.159,22.003,True,True,True,
20260411_004849_ocs2_stepdown_1cm_ctp005_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp005_r07,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_004849_ocs2_stepdown_1cm_ctp005_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp005_r07,ocs2_stepdown_1cm,1.0,0.05,7,True,False,,0.0557,0.0139,-0.0418,2.1221,22.0032,True,True,True,
20260411_004924_ocs2_stepdown_1cm_ctp005_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp005_r08,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_004924_ocs2_stepdown_1cm_ctp005_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp005_r08,ocs2_stepdown_1cm,1.0,0.05,8,True,False,,0.2805,0.3634,0.0828,1.9699,22.0026,True,True,True,
20260411_004958_ocs2_stepdown_1cm_ctp005_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp005_r09,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_004958_ocs2_stepdown_1cm_ctp005_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp005_r09,ocs2_stepdown_1cm,1.0,0.05,9,True,False,,0.0592,0.0159,-0.0433,2.1049,22.0017,True,True,True,
20260411_005036_ocs2_stepdown_1cm_ctp005_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp005_r10,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_005036_ocs2_stepdown_1cm_ctp005_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp005_r10,ocs2_stepdown_1cm,1.0,0.05,10,True,False,,0.0558,0.0104,-0.0455,2.2231,22.0026,True,True,True,
20260411_005110_ocs2_stepdown_1cm_ctp007_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp007_r01,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_005110_ocs2_stepdown_1cm_ctp007_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp007_r01,ocs2_stepdown_1cm,1.0,0.07,1,True,False,,0.0003,0.1265,0.1262,2.7991,22.0026,True,True,True,
20260411_005145_ocs2_stepdown_1cm_ctp007_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp007_r02,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_005145_ocs2_stepdown_1cm_ctp007_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp007_r02,ocs2_stepdown_1cm,1.0,0.07,2,True,False,,0.2796,0.3652,0.0855,2.8335,22.0073,True,True,True,
20260411_005220_ocs2_stepdown_1cm_ctp007_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp007_r03,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_005220_ocs2_stepdown_1cm_ctp007_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp007_r03,ocs2_stepdown_1cm,1.0,0.07,3,True,False,,0.2827,0.3646,0.0819,2.9419,22.0015,True,True,True,
20260411_005255_ocs2_stepdown_1cm_ctp007_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp007_r04,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_005255_ocs2_stepdown_1cm_ctp007_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp007_r04,ocs2_stepdown_1cm,1.0,0.07,4,True,False,,0.0001,0.214,0.2139,2.6418,22.0031,True,True,True,
20260411_005330_ocs2_stepdown_1cm_ctp007_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp007_r05,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_005330_ocs2_stepdown_1cm_ctp007_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp007_r05,ocs2_stepdown_1cm,1.0,0.07,5,False,False,,,,,0.0,4.0206,False,False,False,short_duration
20260411_005347_ocs2_stepdown_1cm_ctp007_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp007_r06,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_005347_ocs2_stepdown_1cm_ctp007_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp007_r06,ocs2_stepdown_1cm,1.0,0.07,6,True,False,,-0.0,0.0625,0.0625,2.6963,22.0029,True,True,True,
20260411_005422_ocs2_stepdown_1cm_ctp007_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp007_r07,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_005422_ocs2_stepdown_1cm_ctp007_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp007_r07,ocs2_stepdown_1cm,1.0,0.07,7,True,False,,0.0001,0.0567,0.0566,2.8159,22.0036,True,True,True,
20260411_005457_ocs2_stepdown_1cm_ctp007_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp007_r08,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_005457_ocs2_stepdown_1cm_ctp007_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp007_r08,ocs2_stepdown_1cm,1.0,0.07,8,True,False,,0.0002,0.0979,0.0977,2.5127,22.003,True,True,True,
20260411_005532_ocs2_stepdown_1cm_ctp007_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp007_r09,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_005532_ocs2_stepdown_1cm_ctp007_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp007_r09,ocs2_stepdown_1cm,1.0,0.07,9,True,False,,0.0001,0.1242,0.1241,2.8038,22.0018,True,True,True,
20260411_005607_ocs2_stepdown_1cm_ctp007_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp007_r10,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_005607_ocs2_stepdown_1cm_ctp007_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp007_r10,ocs2_stepdown_1cm,1.0,0.07,10,True,False,,-0.0002,0.0469,0.0471,2.6633,22.0047,True,True,True,
20260411_005642_ocs2_stepdown_1cm_ctp008_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp008_r01,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_005642_ocs2_stepdown_1cm_ctp008_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp008_r01,ocs2_stepdown_1cm,1.0,0.08,1,True,False,,0.2776,0.3647,0.0871,2.677,22.0032,True,True,True,
20260411_005717_ocs2_stepdown_1cm_ctp008_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp008_r02,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_005717_ocs2_stepdown_1cm_ctp008_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp008_r02,ocs2_stepdown_1cm,1.0,0.08,2,True,False,,-0.0001,0.1274,0.1274,3.1486,22.0029,True,True,True,
20260411_005751_ocs2_stepdown_1cm_ctp008_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp008_r03,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_005751_ocs2_stepdown_1cm_ctp008_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp008_r03,ocs2_stepdown_1cm,1.0,0.08,3,True,False,,0.2818,0.3651,0.0833,3.0989,22.0038,True,True,True,
20260411_005826_ocs2_stepdown_1cm_ctp008_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp008_r04,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_005826_ocs2_stepdown_1cm_ctp008_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp008_r04,ocs2_stepdown_1cm,1.0,0.08,4,True,False,,0.28,0.3652,0.0853,3.1636,22.0032,True,True,True,
20260411_005901_ocs2_stepdown_1cm_ctp008_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp008_r05,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_005901_ocs2_stepdown_1cm_ctp008_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp008_r05,ocs2_stepdown_1cm,1.0,0.08,5,True,False,,0.0,0.0913,0.0913,3.1904,22.0047,True,True,True,
20260411_005936_ocs2_stepdown_1cm_ctp008_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp008_r06,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_005936_ocs2_stepdown_1cm_ctp008_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp008_r06,ocs2_stepdown_1cm,1.0,0.08,6,True,False,,-0.0003,0.0179,0.0182,3.1618,22.0027,True,True,True,
20260411_010011_ocs2_stepdown_1cm_ctp008_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp008_r07,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_010011_ocs2_stepdown_1cm_ctp008_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp008_r07,ocs2_stepdown_1cm,1.0,0.08,7,True,False,,0.0,0.0879,0.0879,3.1182,22.0039,True,True,True,
20260411_010049_ocs2_stepdown_1cm_ctp008_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp008_r08,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_010049_ocs2_stepdown_1cm_ctp008_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp008_r08,ocs2_stepdown_1cm,1.0,0.08,8,True,False,,0.1784,0.1076,-0.0709,0.026,22.0036,True,True,False,low_progress
20260411_010124_ocs2_stepdown_1cm_ctp008_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp008_r09,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_010124_ocs2_stepdown_1cm_ctp008_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp008_r09,ocs2_stepdown_1cm,1.0,0.08,9,True,False,,-0.0001,0.0634,0.0635,3.0763,22.0024,True,True,True,
20260411_010159_ocs2_stepdown_1cm_ctp008_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp008_r10,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_010159_ocs2_stepdown_1cm_ctp008_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp008_r10,ocs2_stepdown_1cm,1.0,0.08,10,True,False,,0.0,0.1583,0.1583,3.1216,22.0025,True,True,True,
20260411_010234_ocs2_stepdown_1cm_ctp009_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp009_r01,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_010234_ocs2_stepdown_1cm_ctp009_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp009_r01,ocs2_stepdown_1cm,1.0,0.09,1,True,False,,-0.0003,0.0449,0.0453,3.4058,22.0038,True,True,True,
20260411_010309_ocs2_stepdown_1cm_ctp009_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp009_r02,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_010309_ocs2_stepdown_1cm_ctp009_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp009_r02,ocs2_stepdown_1cm,1.0,0.09,2,True,False,,0.2783,0.3658,0.0876,3.6077,22.0031,True,True,True,
20260411_010344_ocs2_stepdown_1cm_ctp009_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp009_r03,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_010344_ocs2_stepdown_1cm_ctp009_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp009_r03,ocs2_stepdown_1cm,1.0,0.09,3,True,False,,0.2754,0.3661,0.0907,3.3683,22.003,True,True,True,
20260411_010418_ocs2_stepdown_1cm_ctp009_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp009_r04,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_010418_ocs2_stepdown_1cm_ctp009_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp009_r04,ocs2_stepdown_1cm,1.0,0.09,4,True,False,,0.2794,0.3658,0.0864,3.37,22.004,True,True,True,
20260411_010453_ocs2_stepdown_1cm_ctp009_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp009_r05,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_010453_ocs2_stepdown_1cm_ctp009_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp009_r05,ocs2_stepdown_1cm,1.0,0.09,5,True,False,,0.279,0.3659,0.0869,3.1764,22.0026,True,True,True,
20260411_010528_ocs2_stepdown_1cm_ctp009_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp009_r06,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_010528_ocs2_stepdown_1cm_ctp009_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp009_r06,ocs2_stepdown_1cm,1.0,0.09,6,True,False,,0.2737,0.366,0.0923,3.2794,22.0027,True,True,True,
20260411_010603_ocs2_stepdown_1cm_ctp009_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp009_r07,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_010603_ocs2_stepdown_1cm_ctp009_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp009_r07,ocs2_stepdown_1cm,1.0,0.09,7,True,False,,0.2749,0.3661,0.0912,3.3548,22.0027,True,True,True,
20260411_010638_ocs2_stepdown_1cm_ctp009_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp009_r08,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_010638_ocs2_stepdown_1cm_ctp009_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp009_r08,ocs2_stepdown_1cm,1.0,0.09,8,True,False,,0.2804,0.3659,0.0855,3.2863,22.0043,True,True,True,
20260411_010713_ocs2_stepdown_1cm_ctp009_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp009_r09,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_010713_ocs2_stepdown_1cm_ctp009_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp009_r09,ocs2_stepdown_1cm,1.0,0.09,9,True,False,,0.0004,0.2389,0.2386,3.3233,22.0051,True,True,True,
20260411_010748_ocs2_stepdown_1cm_ctp009_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp009_r10,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_010748_ocs2_stepdown_1cm_ctp009_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp009_r10,ocs2_stepdown_1cm,1.0,0.09,10,True,False,,-0.0,0.0663,0.0663,3.3334,22.0043,True,True,True,
20260411_010823_ocs2_stepdown_1cm_ctp010_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp010_r01,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_010823_ocs2_stepdown_1cm_ctp010_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp010_r01,ocs2_stepdown_1cm,1.0,0.1,1,True,False,,0.28,0.3006,0.0206,1.0548,8.2218,False,False,True,
20260411_010845_ocs2_stepdown_1cm_ctp010_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp010_r02,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_010845_ocs2_stepdown_1cm_ctp010_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp010_r02,ocs2_stepdown_1cm,1.0,0.1,2,True,False,,-0.0003,0.1532,0.1534,3.6755,22.0029,True,True,True,
20260411_010920_ocs2_stepdown_1cm_ctp010_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp010_r03,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_010920_ocs2_stepdown_1cm_ctp010_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp010_r03,ocs2_stepdown_1cm,1.0,0.1,3,True,False,,0.2768,0.3673,0.0905,3.7427,22.0014,True,True,True,
20260411_010955_ocs2_stepdown_1cm_ctp010_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp010_r04,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_010955_ocs2_stepdown_1cm_ctp010_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp010_r04,ocs2_stepdown_1cm,1.0,0.1,4,True,False,,-0.0004,0.243,0.2434,3.8067,22.0027,True,True,True,
20260411_011030_ocs2_stepdown_1cm_ctp010_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp010_r05,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_011030_ocs2_stepdown_1cm_ctp010_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp010_r05,ocs2_stepdown_1cm,1.0,0.1,5,True,False,,0.2725,0.365,0.0926,3.9125,22.0055,True,True,True,
20260411_011107_ocs2_stepdown_1cm_ctp010_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp010_r06,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_011107_ocs2_stepdown_1cm_ctp010_height_only_nominal_v1_contactflagbias_batch_1cm_ocs2_stepdown_1cm_ctp010_r06,ocs2_stepdown_1cm,1.0,0.1,6,False,False,,0.2804,0.3123,0.0319,0.7301,7.0209,False,False,False,short_duration
