run_id,original_path,exclusion_reason,secondary_label,detail
20260411_020316_ocs2_stepdown_3cm_ctp015_height_only_nominal_v1_contactflagbias_batch_3cm_ocs2_stepdown_3cm_ctp015_r07,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_020316_ocs2_stepdown_3cm_ctp015_height_only_nominal_v1_contactflagbias_batch_3cm_ocs2_stepdown_3cm_ctp015_r07,short_duration,,duration_executed=6.5213
20260411_020336_ocs2_stepdown_3cm_ctp015_height_only_nominal_v1_contactflagbias_batch_3cm_ocs2_stepdown_3cm_ctp015_r08,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_020336_ocs2_stepdown_3cm_ctp015_height_only_nominal_v1_contactflagbias_batch_3cm_ocs2_stepdown_3cm_ctp015_r08,short_duration,,duration_executed=6.3808
20260411_020355_ocs2_stepdown_3cm_ctp015_height_only_nominal_v1_contactflagbias_batch_3cm_ocs2_stepdown_3cm_ctp015_r09,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_020355_ocs2_stepdown_3cm_ctp015_height_only_nominal_v1_contactflagbias_batch_3cm_ocs2_stepdown_3cm_ctp015_r09,short_duration,,duration_executed=7.0018
20260411_020415_ocs2_stepdown_3cm_ctp015_height_only_nominal_v1_contactflagbias_batch_3cm_ocs2_stepdown_3cm_ctp015_r10,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_020415_ocs2_stepdown_3cm_ctp015_height_only_nominal_v1_contactflagbias_batch_3cm_ocs2_stepdown_3cm_ctp015_r10,short_duration,,duration_executed=6.3811
20260411_230623_ocs2_stepdown_7cm_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_r03,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_230623_ocs2_stepdown_7cm_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_r03,low_progress,,low_progress:0.0104
20260411_230734_ocs2_stepdown_7cm_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_r05,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_230734_ocs2_stepdown_7cm_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_r05,low_progress,,low_progress:0.0194
20260411_231359_ocs2_stepdown_7cm_ctp005_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp005_r06,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_231359_ocs2_stepdown_7cm_ctp005_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp005_r06,low_progress,,low_progress:0.0201
20260411_231434_ocs2_stepdown_7cm_ctp005_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp005_r07,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_231434_ocs2_stepdown_7cm_ctp005_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp005_r07,low_progress,,low_progress:0.0193
20260411_231509_ocs2_stepdown_7cm_ctp005_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp005_r08,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_231509_ocs2_stepdown_7cm_ctp005_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp005_r08,low_progress,,low_progress:0.0190
20260411_232204_ocs2_stepdown_7cm_ctp008_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp008_r01,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_232204_ocs2_stepdown_7cm_ctp008_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp008_r01,low_progress,,low_progress:0.0184
20260411_232654_ocs2_stepdown_7cm_ctp008_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp008_r10,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_232654_ocs2_stepdown_7cm_ctp008_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp008_r10,low_progress,,low_progress:0.0202
20260411_232803_ocs2_stepdown_7cm_ctp009_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp009_r02,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_232803_ocs2_stepdown_7cm_ctp009_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp009_r02,low_progress,,low_progress:0.0189
20260411_232913_ocs2_stepdown_7cm_ctp009_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp009_r04,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_232913_ocs2_stepdown_7cm_ctp009_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp009_r04,low_progress,,low_progress:0.0186
20260411_233326_ocs2_stepdown_7cm_ctp010_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp010_r02,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_233326_ocs2_stepdown_7cm_ctp010_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp010_r02,low_progress,,low_progress:0.0196
20260411_233632_ocs2_stepdown_7cm_ctp010_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp010_r08,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_233632_ocs2_stepdown_7cm_ctp010_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp010_r08,low_progress,,low_progress:0.0182
20260411_233707_ocs2_stepdown_7cm_ctp010_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp010_r09,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_233707_ocs2_stepdown_7cm_ctp010_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp010_r09,short_duration,,duration_executed=7.4011
20260411_233727_ocs2_stepdown_7cm_ctp010_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp010_r10,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_233727_ocs2_stepdown_7cm_ctp010_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp010_r10,short_duration,,duration_executed=7.4214
20260411_234010_ocs2_stepdown_7cm_ctp012_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp012_r06,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_234010_ocs2_stepdown_7cm_ctp012_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp012_r06,short_duration,,duration_executed=7.5412
20260411_234134_ocs2_stepdown_7cm_ctp012_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp012_r09,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_234134_ocs2_stepdown_7cm_ctp012_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp012_r09,short_duration,,duration_executed=6.8013
20260411_234224_ocs2_stepdown_7cm_ctp015_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp015_r01,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_234224_ocs2_stepdown_7cm_ctp015_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp015_r01,short_duration,,duration_executed=5.3407
20260411_234243_ocs2_stepdown_7cm_ctp015_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp015_r02,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_234243_ocs2_stepdown_7cm_ctp015_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp015_r02,low_progress,,low_progress:-0.5426
20260411_234304_ocs2_stepdown_7cm_ctp015_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp015_r03,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_234304_ocs2_stepdown_7cm_ctp015_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp015_r03,short_duration,,duration_executed=7.1013
20260411_234324_ocs2_stepdown_7cm_ctp015_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp015_r04,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_234324_ocs2_stepdown_7cm_ctp015_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp015_r04,low_progress,,low_progress:0.0188
20260411_234359_ocs2_stepdown_7cm_ctp015_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp015_r05,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_234359_ocs2_stepdown_7cm_ctp015_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp015_r05,short_duration,,duration_executed=4.9605
20260411_234417_ocs2_stepdown_7cm_ctp015_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp015_r06,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_234417_ocs2_stepdown_7cm_ctp015_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp015_r06,short_duration,,duration_executed=6.2410
20260411_234436_ocs2_stepdown_7cm_ctp015_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp015_r07,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_234436_ocs2_stepdown_7cm_ctp015_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp015_r07,short_duration,,duration_executed=4.9604
20260411_234454_ocs2_stepdown_7cm_ctp015_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp015_r08,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_234454_ocs2_stepdown_7cm_ctp015_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp015_r08,low_progress,,low_progress:-0.7104
20260411_234516_ocs2_stepdown_7cm_ctp015_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp015_r09,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_234516_ocs2_stepdown_7cm_ctp015_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp015_r09,short_duration,,duration_executed=4.8806
20260411_234534_ocs2_stepdown_7cm_ctp015_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp015_r10,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260411_234534_ocs2_stepdown_7cm_ctp015_height_only_nominal_v1_contactflagbias_batch_7cm_ocs2_stepdown_7cm_ctp015_r10,short_duration,,duration_executed=6.0412
20260412_000154_ocs2_stepdown_9cm_ctp005_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp005_r08,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_000154_ocs2_stepdown_9cm_ctp005_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp005_r08,low_progress,,low_progress:0.0192
20260412_000752_ocs2_stepdown_9cm_ctp007_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp007_r09,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_000752_ocs2_stepdown_9cm_ctp007_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp007_r09,low_progress,,low_progress:0.0199
20260412_000924_ocs2_stepdown_9cm_ctp008_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp008_r02,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_000924_ocs2_stepdown_9cm_ctp008_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp008_r02,low_progress,,low_progress:0.0191
20260412_001500_ocs2_stepdown_9cm_ctp009_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp009_r02,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_001500_ocs2_stepdown_9cm_ctp009_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp009_r02,low_progress,,low_progress:0.0177
20260412_001610_ocs2_stepdown_9cm_ctp009_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp009_r04,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_001610_ocs2_stepdown_9cm_ctp009_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp009_r04,short_duration,,duration_executed=7.4624
20260412_002024_ocs2_stepdown_9cm_ctp010_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp010_r02,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002024_ocs2_stepdown_9cm_ctp010_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp010_r02,low_progress,,low_progress:0.0194
20260412_002134_ocs2_stepdown_9cm_ctp010_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp010_r04,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002134_ocs2_stepdown_9cm_ctp010_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp010_r04,startup_collapse,,min_base_z=0.0717
20260412_002244_ocs2_stepdown_9cm_ctp010_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp010_r06,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002244_ocs2_stepdown_9cm_ctp010_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp010_r06,startup_collapse,,min_base_z=0.0451
20260412_002424_ocs2_stepdown_9cm_ctp010_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp010_r09,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002424_ocs2_stepdown_9cm_ctp010_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp010_r09,startup_collapse,,min_base_z=0.0777
20260412_002446_ocs2_stepdown_9cm_ctp010_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp010_r10,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002446_ocs2_stepdown_9cm_ctp010_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp010_r10,short_duration,,duration_executed=7.3812
20260412_002507_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r01,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002507_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r01,short_duration,,duration_executed=6.2406
20260412_002526_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r02,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002526_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r02,startup_collapse,,min_base_z=0.0799
20260412_002549_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r03,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002549_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r03,startup_collapse,,min_base_z=0.0729
20260412_002612_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r04,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002612_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r04,short_duration,,duration_executed=6.1607
20260412_002631_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r05,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002631_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r05,short_duration,,duration_executed=6.1410
20260412_002712_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r07,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002712_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r07,startup_collapse,,min_base_z=0.0797
20260412_002735_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r08,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002735_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r08,low_progress,,low_progress:0.0196
20260412_002810_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r09,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002810_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r09,short_duration,,duration_executed=5.4606
20260412_002828_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r10,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002828_ocs2_stepdown_9cm_ctp012_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp012_r10,startup_collapse,,min_base_z=0.0790
20260412_002853_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r01,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002853_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r01,short_duration,,duration_executed=6.2808
20260412_002912_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r02,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002912_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r02,short_duration,,duration_executed=4.6006
20260412_002930_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r03,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002930_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r03,short_duration,,duration_executed=5.7807
20260412_002948_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r04,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_002948_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r04,low_progress,,low_progress:0.0195
20260412_003023_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r05,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_003023_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r05,short_duration,,duration_executed=7.7208
20260412_003044_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r06,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_003044_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r06,short_duration,,duration_executed=6.4407
20260412_003103_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r07,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_003103_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r07,short_duration,,duration_executed=7.7006
20260412_003124_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r08,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_003124_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r08,short_duration,,duration_executed=4.4605
20260412_003141_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r09,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_003141_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r09,low_progress,,low_progress:0.0206
20260412_003216_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r10,/home/ho/ros2_ws/src/quadruped_ros2_control/evaluation/go2_terrain_eval/results/20260412_003216_ocs2_stepdown_9cm_ctp015_height_only_nominal_v1_contactflagbias_batch_9cm_ocs2_stepdown_9cm_ctp015_r10,short_duration,,duration_executed=4.9405
